       24     0.000000000E+00     0.249401357E+05     0.144073948E+04     0.554950189E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.106417667E-07     0.652328179E+03     0.000000000E+00
       25     0.000000000E+00     0.197030214E+03     0.452347829E+01     0.700328450E+05     0.196622255E+05     0.000000000E+00     0.000000000E+00     0.296670938E+05     0.000000000E+00     0.000000000E+00
       26     0.413019579E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.394740909E+05     0.000000000E+00     0.000000000E+00     0.795347893E+01     0.178390907E+03     0.000000000E+00
       27     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.997353677E+05     0.000000000E+00     0.125828630E+05     0.116901923E+02     0.497094804E+01     0.138614870E+02
       28     0.000000000E+00     0.691428440E+04     0.171756402E+02     0.750461831E+02     0.000000000E+00     0.563135147E+04     0.375264726E+05     0.000000000E+00     0.689707609E+05     0.000000000E+00
       29     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.409078063E+05     0.545984007E-02     0.000000000E+00
       30     0.581791746E+04     0.188069952E+03     0.000000000E+00     0.000000000E+00     0.265152084E+05     0.000000000E+00     0.244419545E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00
       31     0.486623977E+00     0.000000000E+00     0.000000000E+00     0.118488055E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.548800619E+05
       32     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.221506107E+04     0.568055412E+02     0.000000000E+00     0.000000000E+00     0.519883382E+05     0.498538464E-01
       33     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.216205630E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       34     0.935457685E+00     0.794870331E+03     0.485728914E+03     0.258000656E+05     0.357457398E+05     0.495673370E+05     0.000000000E+00     0.177352763E+05     0.000000000E+00     0.621954935E+05
       35     0.182760481E+02     0.839717963E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       36     0.000000000E+00     0.239185508E+04     0.131206472E+02     0.000000000E+00     0.594504726E+05     0.409293654E+03     0.367727386E+05     0.968789064E+05     0.753561876E+02     0.000000000E+00
       37     0.118563245E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.409856240E+05     0.184820118E+04     0.153437888E-01     0.206651456E+04     0.000000000E+00
       38     0.000000000E+00     0.660987780E+03     0.000000000E+00     0.280578639E+02     0.000000000E+00     0.280900692E+05     0.344622217E+05     0.000000000E+00     0.730801813E+05     0.000000000E+00
       39     0.000000000E+00     0.124428066E+05     0.000000000E+00     0.336211980E+05     0.000000000E+00     0.656078618E+05     0.000000000E+00     0.268780461E+04     0.000000000E+00     0.000000000E+00
       40     0.144966317E+02     0.000000000E+00     0.188064227E+04     0.000000000E+00     0.000000000E+00     0.533375301E+05     0.105716799E+05     0.892933723E+04     0.000000000E+00     0.277327193E+03
       41     0.000000000E+00     0.149560670E+04     0.000000000E+00     0.142527480E-03     0.000000000E+00     0.153576820E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.113211260E-02
       42     0.448911991E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.176225637E+01     0.516511633E+05     0.113381829E+05     0.419800181E+04     0.000000000E+00
       43     0.000000000E+00     0.357543421E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.347638365E+05     0.000000000E+00
       44     0.985071665E+05     0.330263574E+05     0.879314614E+05     0.159802353E+04     0.403741606E+05     0.498724408E+05     0.172803296E+04     0.000000000E+00     0.446744960E+04     0.000000000E+00
       45     0.000000000E+00     0.558245099E+04     0.000000000E+00     0.236168996E+04     0.455919723E+05     0.000000000E+00     0.950615396E+01     0.248999535E+02     0.411832241E+02     0.000000000E+00
       46     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.819750206E+02     0.431174366E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       47     0.991077609E+00     0.000000000E+00     0.000000000E+00     0.603675624E+04     0.374885131E+01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.578990258E+01     0.000000000E+00
       48     0.000000000E+00     0.206907856E+05     0.133941796E+05     0.114820057E+05     0.000000000E+00     0.000000000E+00     0.505985127E+04     0.239195197E+05     0.000000000E+00     0.217335257E+03
       49     0.335861277E+03     0.603256951E+05     0.000000000E+00     0.000000000E+00     0.183853620E+02     0.000000000E+00     0.260372889E+04     0.830574919E+04     0.000000000E+00     0.000000000E+00
       50     0.293808684E+04     0.106338490E+05     0.000000000E+00     0.188439117E+04     0.561422881E+05     0.000000000E+00     0.000000000E+00     0.653808179E+03     0.747007666E+04     0.372518737E+05
