       20     0.301232722E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.126428731E+03     0.447991929E+05     0.000000000E+00     0.785259939E+05     0.000000000E+00     0.000000000E+00     0.253644510E+03     0.000000000E+00
       21     0.229583322E+05     0.000000000E+00     0.000000000E+00     0.142757711E+01     0.000000000E+00     0.207772709E+01     0.000000000E+00     0.803467910E+05     0.836271021E+04     0.174235690E+03     0.250495522E+03     0.574169632E+05
       22     0.000000000E+00     0.297108034E+03     0.110459416E+04     0.787134074E+05     0.566173927E+03     0.000000000E+00     0.770761659E+04     0.752296072E+04     0.000000000E+00     0.174988371E+05     0.753409006E+04     0.222060421E+05
       23     0.930082525E+04     0.122108708E+05     0.984403131E+05     0.000000000E+00     0.222841336E+05     0.000000000E+00     0.000000000E+00     0.310728380E+05     0.495045836E+03     0.287883996E+02     0.567491789E+04     0.908249554E+05
       24     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.255851777E+04     0.568887890E+01     0.455722136E+03     0.593163672E-03     0.715348369E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       25     0.000000000E+00     0.346320224E+05     0.166259547E+04     0.000000000E+00     0.000000000E+00     0.241337566E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.242117205E+01     0.170875499E-01
       26     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.508508158E+05     0.484149229E+04     0.000000000E+00     0.500660993E+04     0.267501072E+03     0.982460149E+04     0.000000000E+00     0.364962629E-02     0.000000000E+00
       27     0.000000000E+00     0.771992083E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.290290528E+04     0.000000000E+00     0.000000000E+00     0.414927120E+04     0.000000000E+00     0.000000000E+00     0.139761305E+04
       28     0.000000000E+00     0.000000000E+00     0.587229563E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.502149345E+04     0.000000000E+00     0.000000000E+00     0.388227529E-04     0.000000000E+00
       29     0.258808730E+05     0.672898876E+04     0.000000000E+00     0.932826875E+05     0.241036275E+04     0.000000000E+00     0.863391710E+04     0.000000000E+00     0.000000000E+00     0.244230874E+02     0.537222988E+05     0.000000000E+00
       30     0.708604312E+03     0.000000000E+00     0.000000000E+00     0.264508439E+01     0.347679595E+04     0.000000000E+00     0.359899213E+05     0.000000000E+00     0.629212332E+05     0.238244706E+05     0.774061158E+03     0.000000000E+00
       31     0.341581492E+04     0.000000000E+00     0.244245856E+02     0.433762906E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.471319958E+04     0.163414905E-07     0.000000000E+00     0.000000000E+00
       32     0.441062647E+05     0.000000000E+00     0.432001855E+04     0.000000000E+00     0.548249104E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.367248606E-01     0.858216001E+01     0.000000000E+00
       33     0.478621580E+05     0.000000000E+00     0.148724514E+02     0.000000000E+00     0.976478872E-02     0.000000000E+00     0.200732748E+05     0.178578378E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       34     0.000000000E+00     0.325591012E+05     0.194770073E+03     0.000000000E+00     0.182553951E+00     0.000000000E+00     0.472877300E+05     0.185142402E+04     0.000000000E+00     0.000000000E+00     0.257897344E+01     0.000000000E+00
       35     0.258161403E+05     0.651382094E+04     0.641324657E+05     0.701575571E+04     0.000000000E+00     0.000000000E+00     0.643753586E+01     0.000000000E+00     0.719188874E+05     0.000000000E+00     0.000000000E+00     0.285869583E+00
       36     0.107750146E+05     0.203625079E+05     0.368738274E+03     0.000000000E+00     0.512627737E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.111820088E-02     0.000000000E+00     0.282648264E+03     0.144819299E+04
       37     0.173711159E+04     0.000000000E+00     0.000000000E+00     0.310086610E+04     0.611419498E+02     0.246563564E+04     0.429004907E+05     0.991986337E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.221521665E+04
       38     0.301459781E+05     0.000000000E+00     0.364290840E+05     0.758404749E+03     0.000000000E+00     0.270207795E+05     0.000000000E+00     0.347929792E+04     0.208755205E+04     0.000000000E+00     0.167337763E+01     0.907831116E-04
       39     0.156695383E+05     0.418517406E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.266177439E+04     0.562166000E+05     0.000000000E+00     0.000000000E+00     0.770759838E+03     0.213618550E+03     0.675737863E+04
       40     0.140683783E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.523298457E+00     0.000000000E+00     0.911148131E+00     0.848070687E+05     0.000000000E+00     0.114929415E+02     0.000000000E+00     0.000000000E+00
       41     0.617750437E+05     0.000000000E+00     0.684981295E+02     0.700893653E+00     0.000000000E+00     0.000000000E+00     0.276293992E+05     0.000000000E+00     0.910956617E+04     0.171840131E+05     0.000000000E+00     0.185828032E+03
       42     0.000000000E+00     0.612745921E+05     0.785188466E+05     0.751421109E+05     0.358090325E+05     0.302221853E+04     0.000000000E+00     0.117377638E+05     0.380273805E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00
       43     0.000000000E+00     0.000000000E+00     0.751987304E+04     0.913616919E+03     0.000000000E+00     0.000000000E+00     0.394325828E+05     0.426796279E+05     0.934129969E+05     0.585940240E-01     0.000000000E+00     0.000000000E+00
       44     0.000000000E+00     0.671624420E+05     0.340632157E+05     0.348159055E+05     0.000000000E+00     0.141652262E+05     0.147269889E+05     0.416550325E+05     0.000000000E+00     0.478699880E+04     0.750115813E-03     0.133554198E+04
       45     0.108467799E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.337425907E+02     0.128186087E+05     0.000000000E+00     0.142426916E+05     0.000000000E+00     0.000000000E+00     0.522147011E+04     0.000000000E+00
       46     0.382099108E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.519653175E-04     0.169282249E+01     0.000000000E+00     0.130927176E+01     0.225463251E+02     0.000000000E+00     0.000000000E+00     0.596032507E+04
       47     0.000000000E+00     0.643312349E+03     0.820214176E+04     0.703248105E+01     0.000000000E+00     0.578310052E+02     0.000000000E+00     0.000000000E+00     0.172405555E+01     0.781927900E+04     0.000000000E+00     0.000000000E+00
       48     0.170407643E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.728170597E+05     0.000000000E+00     0.920190235E+05     0.000000000E+00     0.000000000E+00     0.931678710E+05     0.000000000E+00     0.000000000E+00
       49     0.000000000E+00     0.410697976E+04     0.455885839E+03     0.000000000E+00     0.269363743E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.893906215E+03     0.155940198E+05     0.236947827E+01     0.341368768E+05
       50     0.573636389E+05     0.000000000E+00     0.154664395E+01     0.406860776E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.216462207E+05     0.815619433E+05     0.244970086E+02     0.000000000E+00     0.150510074E+05
