       14     0.302586017E-11     0.000000000E+00     0.748327419E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       15     0.273421898E-01     0.174815973E-02     0.476865158E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       16     0.000000000E+00     0.134678472E-01     0.690563310E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       17     0.000000000E+00     0.307504616E-05     0.674039375E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       18     0.000000000E+00     0.371049558E-04     0.162951142E-04     0.170960109E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       19     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       20     0.000000000E+00     0.173079949E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.144196794E-03
       21     0.686513031E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.336963904E-01
       22     0.000000000E+00     0.111674243E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.101563401E-01     0.161332426E-04     0.000000000E+00     0.000000000E+00
       23     0.100953818E-02     0.000000000E+00     0.000000000E+00     0.301999043E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.138313587E-02
       24     0.119602729E-05     0.245539735E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.417352796E-02     0.261525109E-09
       25     0.464879383E-02     0.310146666E-01     0.000000000E+00     0.000000000E+00     0.113412092E-02     0.000000000E+00     0.412314137E-02     0.000000000E+00     0.000000000E+00
       26     0.632179123E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       27     0.182987258E-05     0.000000000E+00     0.503017298E-11     0.266951454E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.225615241E-03
       28     0.000000000E+00     0.217165580E-01     0.128438543E-07     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.991461320E-02     0.000000000E+00     0.000000000E+00
       29     0.000000000E+00     0.944461924E-02     0.252984706E-01     0.178666785E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       30     0.533180713E-02     0.000000000E+00     0.602052334E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       31     0.490265981E-01     0.922520612E-01     0.459672050E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       32     0.000000000E+00     0.256479855E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       33     0.207024403E-04     0.949102312E-04     0.189384268E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       34     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.371946805E-01
       35     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.184206673E-02
       36     0.000000000E+00     0.343315011E-01     0.308221514E-09     0.000000000E+00     0.422246996E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       37     0.431127032E-01     0.342508260E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.404828490E-07     0.000000000E+00
       38     0.700175505E-02     0.433271284E-01     0.228729569E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       39     0.273664260E-01     0.105043193E-02     0.000000000E+00     0.000000000E+00     0.410743453E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.203112677E-01
       40     0.685830524E-06     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       41     0.000000000E+00     0.522905890E-05     0.725036268E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       42     0.000000000E+00     0.211595682E-02     0.121020329E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       43     0.998451864E-02     0.000000000E+00     0.000000000E+00     0.116325026E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.713406641E-01     0.277448968E-05
       44     0.000000000E+00     0.232843106E-03     0.938826438E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.270971787E-02
       45     0.571496001E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.409840890E-02     0.000000000E+00     0.000000000E+00
       46     0.000000000E+00     0.000000000E+00     0.349449938E-05     0.000000000E+00     0.372438334E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       47     0.194530393E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       48     0.302221063E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       49     0.110264914E-05     0.000000000E+00     0.228359633E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       50     0.334720836E-02     0.978088445E-13     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.825724691E-01     0.000000000E+00     0.000000000E+00
